Player,Position,Age,Team,Games,GamesStarted,MinutesPlayed,FieldGoals,FieldGoalsAttempted,FieldGoalPercentage,ThreePointers,ThreePointersAttempted,ThreePointPercentage,TwoPointers,TwoPointersAttempted,TwoPointersPercentage,EffectiveFieldGoalPercentage,FreeThrows,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points
Precious Achiuwa,C,24,TOR,3,0,21.7,3.0,8.0,.375,0.3,1.7,.200,2.7,6.3,.421,.396,1.0,1.0,1.000,2.7,5.3,8.0,1.3,0.0,0.3,2.0,2.7,7.3
Bam Adebayo,C,26,MIA,7,7,34.0,8.1,16.0,.509,0.1,0.3,.500,8.0,15.7,.509,.513,6.3,8.1,.772,2.1,7.3,9.4,3.4,0.9,1.6,3.6,2.6,22.7
Ochai Agbaji,SG,23,UTA,10,2,16.3,1.7,4.1,.415,1.0,2.7,.370,0.7,1.4,.500,.537,0.0,0.2,.000,0.5,1.7,2.2,1.0,0.2,0.6,0.7,1.3,4.4
Santi Aldama,PF,23,MEM,3,0,19.7,3.3,8.3,.400,1.3,2.7,.500,2.0,5.7,.353,.480,0.3,1.3,.250,1.0,4.0,5.0,1.0,0.7,0.3,1.0,1.7,8.3
Nickeil Alexander-Walker,SG,25,MIN,8,2,19.3,1.5,4.5,.333,0.8,2.6,.286,0.8,1.9,.400,.417,0.3,0.8,.333,0.1,2.1,2.3,3.0,0.8,0.9,1.0,1.5,4.0
Grayson Allen,SG,28,PHO,9,9,31.3,4.6,9.3,.488,2.9,5.9,.491,1.7,3.4,.484,.643,0.8,0.8,1.000,1.1,4.1,5.2,3.1,0.4,0.3,1.8,2.6,12.8
Jarrett Allen,C,25,CLE,3,3,25.0,4.3,6.3,.684,0.0,0.0,,4.3,6.3,.684,.684,3.3,4.7,.714,3.7,3.7,7.3,1.3,1.0,1.0,1.3,1.7,12.0
Kyle Anderson,PF,30,MIN,8,0,25.9,3.0,5.4,.558,0.3,1.0,.250,2.8,4.4,.629,.581,1.1,1.8,.643,0.8,3.1,3.9,4.6,1.1,0.8,1.9,1.5,7.4
Giannis Antetokounmpo,PF,29,MIL,8,8,31.8,10.3,18.1,.566,0.6,2.5,.250,9.6,15.6,.616,.583,7.0,10.3,.683,2.3,7.1,9.4,3.4,0.6,1.4,4.3,2.6,28.1
Thanasis Antetokounmpo,PF,31,MIL,2,0,5.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,1.0,1.0
Cole Anthony,PG,23,ORL,8,0,24.8,4.8,10.5,.452,1.5,4.0,.375,3.3,6.5,.500,.524,3.8,4.9,.769,0.8,3.4,4.1,2.8,0.8,0.4,1.9,2.5,14.8
OG Anunoby,SF,26,TOR,7,7,31.9,6.7,12.1,.553,2.9,6.9,.417,3.9,5.3,.730,.671,1.3,2.1,.600,0.6,3.6,4.1,1.7,1.3,0.7,1.9,2.6,17.6
Ryan Arcidiacono,PG,29,NYK,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Deni Avdija,SF,23,WAS,8,8,25.5,5.1,9.6,.532,1.1,2.6,.429,4.0,7.0,.571,.591,1.4,1.8,.786,1.5,3.9,5.4,3.8,1.0,0.4,1.4,2.4,12.8
Deandre Ayton,C,25,POR,8,8,31.5,5.5,9.5,.579,0.0,0.0,,5.5,9.5,.579,.579,0.4,0.4,1.000,3.0,9.9,12.9,1.4,2.0,0.9,1.8,3.3,11.4
Udoka Azubuike,C,24,PHO,2,0,4.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,1.0
Marvin Bagley III,C,24,DET,10,2,18.3,3.7,6.4,.578,0.1,0.4,.250,3.6,6.0,.600,.586,2.6,2.9,.897,1.4,3.4,4.8,1.3,0.0,0.5,1.1,1.9,10.1
Patrick Baldwin Jr.,SF,21,WAS,2,0,4.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
LaMelo Ball,PG,22,CHO,8,8,32.9,6.9,17.3,.399,2.8,8.0,.344,4.1,9.3,.446,.478,3.8,4.6,.811,1.8,3.4,5.1,8.6,1.5,0.3,3.8,4.1,20.3
Mo Bamba,C,25,PHI,4,0,2.3,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,0.5,1.000,0.5,1.0,1.5,0.0,0.0,0.5,0.8,0.8,0.5
Paolo Banchero,PF,21,ORL,8,8,33.4,6.3,13.1,.476,0.8,2.4,.316,5.5,10.8,.512,.505,4.8,7.3,.655,1.4,4.9,6.3,5.4,1.5,0.4,3.8,3.0,18.0
Desmond Bane,SG,25,MEM,9,9,35.6,9.8,21.3,.458,3.6,9.8,.364,6.2,11.6,.538,.542,3.3,3.9,.857,0.7,4.2,4.9,4.3,1.8,1.0,2.6,3.1,26.4
Dalano Banton,PG,24,BOS,3,0,7.0,1.7,2.7,.625,0.0,0.3,.000,1.7,2.3,.714,.625,1.0,1.0,1.000,1.0,1.0,2.0,0.7,0.3,0.0,0.3,1.0,4.3
Dominick Barlow,PF,20,SAS,3,0,5.3,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.7,1.3,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,2.0
Harrison Barnes,PF,31,SAC,8,8,31.1,4.0,8.4,.478,1.9,4.6,.405,2.1,3.8,.567,.590,2.3,2.9,.783,0.6,2.3,2.9,1.0,0.5,0.1,0.5,1.0,12.1
Scottie Barnes,SG,22,TOR,8,8,36.9,8.0,16.5,.485,2.0,5.3,.381,6.0,11.3,.533,.545,3.5,4.6,.757,3.0,7.4,10.4,6.0,1.5,2.1,2.9,2.5,21.5
RJ Barrett,SG,23,NYK,6,6,31.2,7.7,16.2,.474,2.7,5.7,.471,5.0,10.5,.476,.557,4.3,5.0,.867,0.7,2.7,3.3,3.3,0.5,0.2,2.3,1.2,22.3
Charles Bassey,C,23,SAS,9,0,12.2,1.8,2.2,.800,0.0,0.1,.000,1.8,2.1,.842,.800,0.1,0.1,1.000,1.1,2.4,3.6,1.0,0.8,0.7,0.6,1.4,3.7
Emoni Bates,SF,20,CLE,2,0,14.5,1.5,4.5,.333,1.0,3.0,.333,0.5,1.5,.333,.444,0.5,1.0,.500,0.5,2.5,3.0,0.5,0.0,0.5,0.5,0.5,4.5
Keita Bates-Diop,SF,28,PHO,6,4,21.5,2.5,5.5,.455,1.0,2.8,.353,1.5,2.7,.563,.545,0.8,1.5,.556,0.8,2.8,3.7,1.2,0.7,1.0,0.0,0.7,6.8
Nicolas Batum,PF,35,TOT,6,0,20.7,1.7,3.0,.556,1.2,2.5,.467,0.5,0.5,1.000,.750,0.0,0.0,,0.5,2.2,2.7,1.5,0.8,0.8,0.2,2.0,4.5
Bradley Beal,SG,30,PHO,2,2,27.5,6.0,14.5,.414,2.5,5.0,.500,3.5,9.5,.368,.500,4.0,5.0,.800,1.0,3.0,4.0,3.0,1.0,0.5,2.0,2.0,18.5
Malik Beasley,SG,27,MIL,8,8,26.3,3.3,7.1,.456,2.1,5.0,.425,1.1,2.1,.529,.605,0.6,1.1,.556,0.5,3.5,4.0,1.6,1.3,0.0,0.9,1.9,9.3
MarJon Beauchamp,SF,23,MIL,7,0,16.7,2.7,4.9,.559,1.3,2.7,.474,1.4,2.1,.667,.691,0.6,0.7,.800,0.9,1.1,2.0,1.0,0.1,0.0,0.4,1.7,7.3
Dāvis Bertāns,PF,31,OKC,2,0,11.5,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,3.0,3.0,1.000,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.5,4.5
Patrick Beverley,PG,35,PHI,8,0,15.4,1.0,2.4,.421,0.1,0.9,.143,0.9,1.5,.583,.447,0.1,0.1,1.000,1.3,2.1,3.4,2.3,0.5,0.6,0.6,1.6,2.3
Saddiq Bey,SF,24,ATL,8,3,27.9,4.0,8.5,.471,1.6,4.0,.406,2.4,4.5,.528,.566,1.3,1.4,.909,2.0,3.5,5.5,1.1,1.0,0.3,1.1,1.5,10.9
Goga Bitadze,C,24,ORL,6,3,13.2,2.2,3.3,.650,0.0,0.3,.000,2.2,3.0,.722,.650,1.8,2.5,.733,1.7,2.5,4.2,0.8,0.5,1.3,0.5,1.3,6.2
Onuralp Bitim,SG,24,CHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,C,31,MEM,4,3,22.5,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,2.0,2.5,.800,5.0,4.0,9.0,1.0,0.5,0.8,0.8,3.3,8.0
Anthony Black,PG,20,ORL,6,2,17.5,2.7,3.8,.696,0.8,1.5,.556,1.8,2.3,.786,.804,0.8,1.2,.714,1.0,1.5,2.5,1.3,0.7,0.5,0.5,1.7,7.0
Leaky Black,SF,24,CHO,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Bogdan Bogdanović,SG,31,ATL,8,0,24.5,4.9,11.1,.438,2.5,7.1,.351,2.4,4.0,.594,.551,0.5,0.5,1.000,0.4,2.3,2.6,3.3,1.8,0.4,0.9,1.6,12.8
Bol Bol,PF,24,PHO,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.0,0.7
Devin Booker,SG,27,PHO,2,2,36.0,11.5,20.0,.575,4.0,7.5,.533,7.5,12.5,.600,.675,4.5,4.5,1.000,1.0,6.5,7.5,10.5,0.5,0.0,5.5,4.0,31.5
Chris Boucher,PF,31,TOR,6,0,14.3,2.2,4.3,.500,0.2,1.0,.167,2.0,3.3,.600,.519,2.3,2.7,.875,1.5,3.2,4.7,0.3,0.3,0.5,0.8,3.0,6.8
Malaki Branham,SG,20,SAS,9,3,19.6,3.6,8.3,.427,0.8,2.9,.269,2.8,5.4,.510,.473,0.4,0.4,1.000,0.1,1.4,1.6,1.9,0.6,0.1,0.9,1.0,8.3
Christian Braun,SG,22,DEN,9,0,19.6,2.8,6.2,.446,0.4,1.8,.250,2.3,4.4,.525,.482,1.7,2.4,.682,1.1,3.7,4.8,2.4,0.6,0.3,0.6,1.4,7.7
